Job Title,Job Description,Job Sector,Salary Range,Date published,Contact,Company_name
Оффисын харуул ,"Байгууллагын имиж бүрдэлтийг хангаж, зочин нэвтрэх хэсгийн хэвийн аюулгүй байдлыг хангах Бүртгэл хийх, утсаар мэдээллэх Зочин нэвтрэх хэсэгт хяналт тавих Аж ахуйн ажилд туслах",Үйлчилгээ,1100000.0,2022-12-16,"88066716, 86767672, 70114544",Мөнхийн Үсэг 
Маркетингийн ахлах менежер,"-Компанийн маркетингийн бодлогод тулгуурлан маркетингийн стратеги төлөвлөгөө гаргах, төлөвлөгөөний хэрэгжилтийг хангах  -Дижитал болон уламжлалт сувгуудад холбогдох сигмэнтүүдийг тодорхойлж, оновчтой идвэхжүүлэлт болон маркетингийн ажлуудыг хэрэгжүүлэх -Маркетингийн багийг үйл ажиллагааны хүрээнд чиг үүргийн удирдлагаар хангаж, манлайлан ажиллах  -Байгууллагын зах зээлд эзлэх байр суурийг нэмэгдүүлэх","Маркетинг, PR, Менежмент",2300000.0,2022-12-16,"70116000, 94006698, 94008716","Дрийм интерпрайзАмжилтын оргил дээр тугаа мандуулна, хамт олноороо"
Тээврийн мэргэжилтэн,- Олон улсын тээвэр зуучийн компанид улс хоорондын тээвэр зохион байгуулах - Албан тушаалын тодорхойлолтын дагуу ажил үүргүүд гүйцэтгэнэ,"Тээвэр, гааль, агуулах",1100000.0,2022-12-16,"70116000, 94006698, 94008716","Дрийм интерпрайзАмжилтын оргил дээр тугаа мандуулна, хамт олноороо"
"Гадаад харилцааны ажилтан Орос, Турк хэлтэй","- Бараа бүтээгдэхүүний захиалга хийх, гадаад түншүүдтэй тогтмол харилцаатай ажиллах, бараа бүтээгдэхүүн судлах -Тоног төхөөрөмж, бараа бүтээгдэхүүний захиалга хийж гадаад түншүүдтэй тогтмол харилцаа холбоотой ажиллах, шинэ технологи судлах, худалдааны гэрээ байгуулах -Албан тушаалын тодорхойлолтын дагуу бусад ажил үүргүүдийг хийж гүйцэтгэх","Тээвэр, гааль, агуулах",1350000.0,2022-12-16,"70116000, 94006698, 94008716","Дрийм интерпрайзАмжилтын оргил дээр тугаа мандуулна, хамт олноороо"
Гадаад харилцааны ажилтан (Солонгос хэлтэй),"- Бараа бүтээгдэхүүний захиалга хийх, гадаад түншүүдтэй тогтмол харилцаатай ажиллах, бараа бүтээгдэхүүн судлах -Тоног төхөөрөмж, бараа бүтээгдэхүүний захиалга хийж гадаад түншүүдтэй тогтмол харилцаа холбоотой ажиллах, шинэ технологи судлах, худалдааны гэрээ байгуулах -Албан тушаалын тодорхойлолтын дагуу бусад ажил үүргүүдийг хийж гүйцэтгэх","Худалдаа, Борлуулалт",1350000.0,2022-12-16,"70116000, 94006698, 94008716","Дрийм интерпрайзАмжилтын оргил дээр тугаа мандуулна, хамт олноороо"
Тээвэр зохицуулагч,"Байгууллагын тээврийн хэрэгслийн ашиглалт болон хөдөлгөөнийг шуурхай мэдээллээр хангах, засварын болон шугамын үйлчилгээний уялдаа холбоог зохицуулах","Тээвэр, гааль, агуулах",1350000.0,2022-12-16,"70116000, 94006698, 94008716","Дрийм интерпрайзАмжилтын оргил дээр тугаа мандуулна, хамт олноороо"
Электроникийн инженер,"Бид технологийн шинэ, шилдэг шийдлийг гэр болон байгууллагын өдөр тутмын үйл ажиллагаанд ашигтай байдлаар IoT технологийн шийдлийг санал болгон ажилладаг. Оффисын болон гэр ахуйн ухаалаг тоног төхөөрөмж суурилуулалт, засвар үйлчилгээ үзүүлэх,  хэвийн үйл ажиллагааг ханган ажиллах,","Мэдээлэл технологи, Харилцаа холбоо",1650000.0,2022-11-29,"77107070, 88048590",Монос ГруппМОНГОЛ ОЮУН СЭТГЭЛГЭЭГ ДЭЛХИЙД ТАНИУЛНА
"Натура Фарм эмийн санд Эм зүйч, Жор баригч авна",- Иргэдэд эм борлуулах - Эмийн мэдээлэ үнэн зөв өгөх - бусад ажлын байрны тодорхойлолтонд заасан үүрэг,"Эмнэлэг, Эм хангамж",1350000.0,2022-12-16,"80118252, 86047676",Кэй Ай Ди Эс Мед 
БАРАА МАТЕРИАЛЫН НЯРАВ-СҮЛЖЭЭ," Агуулахад барааг хадгалахдаа агуулахын барааны зохистой тоо үлдэгдлийн тоо хэмжээг баримтлан, барааны чанар , сав баглаа боодлыг гэмтээхгүй анхны шинж чанарыг алдагдуулахгүй хадгалах Барааны буцаалтын журамд заасны дагуу хугацаанд нь ч буцаах ажлыг хийх гүйцэтгэх Ажлын байрны тодорхойлолтод заасан бусад чиг үүрэг","Банк, санхүү, нягтлан бодох бүртгэл",1650000.0,2022-12-16,89101504,Хурд ГруппХурдтай хөгжилийг хамтдаа
Ерөнхий нягтлан бодогч ,"    Байгууллагын санхүү, нягтлан бодох бүртгэлийг Санхүү болон нягтлан бодох бүртгэлийн олон улсын стандарт, Монгол улсын НББ-ийн тухай хууль, бусад эрхийн актуудын хүрээнд бэлтгэх, тайлагнах, бүртгэл хөтлөлтийг явуулах, НББ-ийн өдөр тутмын үйл ажиллагааг удирдлага, зохион байгуулалтаар хангах, удирдлагыг санхүүгийн мэдээллээр хангах","Банк, санхүү, нягтлан бодох бүртгэл",3500000.0,2022-12-16,"94750750, 99901939","
Байгууллагын санхүү, нягтлан бодох бүртгэлийг Санхүү болон нягтлан бодох бүртгэлийн олон улсын стандарт, Монгол улсын НББ-ийн тухай хууль, бусад эрхийн актуудын хүрээнд бэлтгэх, тайлагнах, бүртгэл хөтлөлтийг явуулах, НББ-ийн өдөр тутмын үйл ажиллагааг удирдлага, зохион байгуулалтаар хангах, удирдлагыг санхүүгийн мэдээллээр хангах
"
НЯГТЛАН БОДОГЧ," Бизнес төлөвлөгөөнд тусгагдсан зорилтод зардалд хяналт тавьж ажиллах Санхүүгийн бүртгэлийг ЭМШГТ-ны дагуу баримт бичгийн бүрдлийг хангаж  ажиллах Салбар хоорондын тооцоог тухай бүр салбар хариуцсан нягтлан бодогчид мэдээллэж, тулгалт хийж баримтын бүрдүүлэлтийг хангах Хариуцсан няравын үйл ажиллагааг удирдан чиглүүлж, мэргэжлийн удирдлагаар хангах, заавар зөвлөгөө өгч ажиллана. Ажлын чиг үүргийн хүрээнд салбар компаниудын үйл ажиллагаанд уялдаа холбоотой, хамтарч ажиллах","Банк, санхүү, нягтлан бодох бүртгэл",1650000.0,2022-12-16,88036035,Милко 
БИЗНЕС ХӨГЖЛИЙН АЛБАНЫ ДАРГА," Гадаад, дотоодын зах зээл бизнесийн чиг хандлагыг судалж компанийн ашиг орлогын нэмэгдүүлэх боломжийг эрэлхийлж байх Компанийн үйлдвэрлэж буй бараа бүтээгдэхүүний зах зээлийн судалгаа, өртөг ашгийн тооцоо, тухайн бүтээгдэхүүний зарагдах үнэ, экспортлох боломжтой эсэх судалгааг цаг алдалгүй хийх Дунд болон урт хугацаанд бизнесээ сайжруулах, шинэ бизнесийн санал санаачлага гаргаж удирдлагад санал тавих дэмжигдсэн саналыг ажил хэрэг болгох Бүтээгдэхүүнийг зах зээлд турших, нэвтрүүлэх, нэвтрүүлсэний дараах хяналт мониторинг үйл явцыг голлон хариуцаж ажиллах","Худалдаа, Борлуулалт",2300000.0,2022-12-16,88036035,Милко 
ХУДАЛДААНЫ ТӨЛӨӨЛӨГЧ," Хяналт, нэгдсэн, нэрлэсэн босгыг хангаж ажиллах Тогтоосон маршрутын дагуу худалдааны цэгээ бүрэн хамарч ажиллах Өөрийн чиглэлийн харилцагч нарт компанийн тухай үнэн зөв мэдээллийг өгч, бүтээгдэхүүний үнийг борлуулалтын албанаас гаргаснаар баримтлан ажиллах Орчин үеийн зах зээлийн шинэ хандлага, шинэ аргачлал, шинэ технологийг байгууллага, албандаа нэвтрүүлэх Үйл ажиллагаатай холбоотой үйлдэгдэж байгаа баримтуудын бүрэн бүтэн байдлыг хангаж хадгалалт хамгаалалтыг хариуцах Шинээр харилцагч нэмэх, хуучин харилцагчыг халамжлах Зах зээлийн суурь судалгаа, үнийн судалгаа, өрсөлдөгчийн судалгаа хийх, тайлагнах","Худалдаа, Борлуулалт",1650000.0,2022-12-16,88036035,Милко 
Европ Монгол Хятад хоолны ахлах тогооч ажилд авна.,"1. Хоолыг технологи карт, цэсний дагуу амт чанартай хийх 2. Компанийн эрүүл ахуй, хүнсний аюулгүй байдал, аюулгүй ажиллагааны дүрмийг мөрдөх 3. Албан тушаалын тодорхойлолтын дагуу ажиллах","Ресторан, Хоол үйлдвэрлэл",2300000.0,2022-12-16,"99724477, 70562778","""Хааны Алтан Ураг"" "
ЗАХИРЛЫН ЖОЛООЧ,"Захирлын өдөр тутмын үйл ажиллагаанд тээврийн хэрэгслээр замын хөдөлгөөний аюулгүй байдлын тухай хууль тогтоомжийг мөрдлөг болгон тээвэрлэх, туслах болон ажлын байрны тодорхойлолтод заагдсан ажил үүргүүдийг гүйцэтгэнэ.",Үйлчилгээ,1650000.0,2022-12-16,"99016676, 77228811-205",Глобал Бридж ГруппДэлхийг таны гарт атгуулна.
МАРКЕТИНГИЙН МЕНЕЖЕР ,"Малайз улсад төвтэй гадаадын хөрөнгө оруулалттай компанид туршлагатай МАРКЕТИНГИЙН МЕНЕЖЕР таныг ажилд урьж байна. ГҮЙЦЭТГЭХ ҮНДСЭН ҮҮРЭГ: 1. Сургалт болон маркетингийн ажлыг хариуцан хийх, төлөвлөгөө болон зардал төсөв гаргах, 2. Малайз дахь Удирдлагатай өдөр тутам мэйлээр харилцах, мэдээлэл өгөх, хүлээн авах 3. Брошюр, танилцуулга, зурагт хуудас хэвлүүлэх, 4. Компаний гишүүдтэй ойр дотно хамтран ажиллах,  5. Жил бүр зохиогддог дотоод, гадаад аялалыг зохион байгуулах, 6. Холбогдох бусад ажлууд","Маркетинг, PR, Менежмент",1950000.0,2022-11-30,"88104206, 9990-7517",Ди Эй Экс И Эн 
Борлуулалтын оператор,"-Өдөр тутам хэрэглэгчийн захиалгыг хүлээн авч, бараа бүтээгдэхүүнийг алдаагүй өгөх -Бусад ажил үүргийн хуваарийн дагуу ажлуудыг хийж гүйцэтгэх","Худалдаа, Борлуулалт",1350000.0,2022-12-07,"88104206, 9990-7517",Ди Эй Экс И Эн 
ЗАСВАРЫН АХЛАХ МАСТЕР ," Техник тоног төхөөрөмжийн засвар үйлчилгээний ажлыг чанартай түргэн шуурхай хийж гүйцэтгэх ажлыг зохион байгуулах Ур чадвар шаардсан хүнд засвар үйлчигээг гардан гүйцэтгэх Ажилчдыг сургах, чиглүүлэх Ажлын байрны тодорхойлолтонд заасан бусад чиг үүргүүд",Уул уурхай,2300000.0,2022-12-06,89111134,Вертекс майнинг партнерОргил өөд хамтдаа
Борлуулалтын менежер,"Германы хөрөнгө оруулалттай “Еврохан” ХХК нь 2011 онд байгуулагдсан. Бид Монголын уул уурхай, барилга байгууламж, сэргээгдэх эрчим хүч, ус цэвэршүүлэх үйлдвэрлэлд Европ чанар мөн ноү хауг авчран хөгжүүлэх зорилготой. Борлуулалтын менежер нь тоног төхөөрөмжийн борлуулалт хариуцна. Гол үндсэн үүрэг болон хариуцлага Генератор, компрессор, бутлагч, зэрэг бусад тоног төхөөрөмж, бараа материалын борлуулалт хариуцана  Бараа бүтээгдэхүүн, үйлчилгээний чанар, үнэ, хүргэлтээс хамааран үйлчлүүлэгчийн хэрэгцээг хангаж ажиллах Техникийн мэдлэгээ ашиглан, хэрэглэгчдэд хамгийн сайн шийдлийг зөвлөх Үйлчлүүлэгчид үнийн санал бэлдэх, тооцоолол гаргах, борлуулалтын өмнөх техникийн туслалцаа үзүүлэх, бүтээгдэхүүний тухай боловсрол олгох Борлуулалтын дараах дэмжих үйлчилгээ үзүүлэх, Борлуулах үнэ, борлуулалтын дүн шинжилгээ хийх Үйлчлүүлэгч байгууллагуудтай уулзалт хийх, тендерт оролцох, Үйлчлүүлэгчдийн хэрэгцээ шаардлагыг ойлгон, найдвартай урт хугацааны харилцааг бий болгох Удирдлагад борлуулалт, орлого, зарлагын тайлан танилцуулах, мөн шинэ бүтээгдэхүүн, өрсөлдөөний байдлын талаар үүсч буй зах зээл, зах зээлийн солилцоог бүрэн ухамсарлан бодит төсөөлөл гаргах","Худалдаа, Борлуулалт",2300000.0,2022-12-16,99109864,Евро Хан 
Мэдээллийн аюулгүй байдлын мэргэжилтэн,"Мэдээллийн системийн хэрэглэгчийн бүртгэлийг нягтлах, хэрэглэгчийн нэвтрэх эрхийн зөвшөөрөл, өөрчлөлт шинэчлэлтийг баталгаажуулах, Мэдээллийн систем, мэдээллийн аюулгүй байдал, бүрэн бүтэн байдлыг хангах, МАБ-ын сургалт зааварчилгаа өгөх, ажилтнуудын өдөр тутмын үйл ажиллагаанд МАБ-ыг хэвшүүлэх, хэрэгжүүлж ажиллах","Мэдээлэл технологи, Харилцаа холбоо",1950000.0,2022-12-16,88059772,Дата Бэйнк 
Ковшийн оператор,"Уурхайн карьерийн зам талбай засах,ачилт хийх",Уул уурхай,1950000.0,2022-12-16,"94002668, 95951886, 99065769, 75779777",Мост Майнинг
Програм хөгжүүлэгч,"Системийн шинжилгээ, зохиомж хийх Веб хөгжүүлэлт: Модуль, нэмэлт хөгжүүлэлт ERP хөгжүүлэлт: Систем нэвтрүүлэлт, тохиргоо хийх","Мэдээлэл технологи, Харилцаа холбоо",1650000.0,2022-09-18,"Улаанбаатар хот, Чингэлтэй дүүрэг",Астериск Техноложис 
хүргэлтийн жолооч ажилд авна,Ажлын байрны тодорхойлолтын дагуу ажиллана.,"Ажилчид, туслах ажилтан",1100000.0,2022-12-16,"89035051, 88035061",Хаан Сорчлох Органик ХүнсЧанартай хүнсийг таны хаалганд бид хүргэнэ.
РЕСТОРАНЫ ҮЙЛ АЖИЛЛАГАА ХАРИУЦСАН МЕНЕЖЕР," АЖЛЫН БАЙРНЫ ХУРААНГУЙ:     Компанийн эрхэм зорилго, алсын хараа, үнэт зүйлд нийцүүлэн өдөр тумын үйл ажиллагааг шууд удирдлагаар хангахад оршино.  Компанийн өдөр тутмын үйл ажиллагааг удирдан зохион байгуулж хэвийн ажиллагааг ханган ажиллах  Зочид буудал болон рестораны бүтээгдэхүүн үйлчилгээг хөгжүүлэх, үр, бүтээлтэй байдлыг нэмэгдүүлж ашигт ажиллагааг сайжруулах Байгууллагын удирдлагаас өгсөн үүрэг даалгаврыг цаг тухай бүрт нь биелүүлэх","Аялал жуулчлал, зочид буудал",1650000.0,2022-12-16,8911-1676,Милленниум плаза 
"Чанарын баталгаа, Чанарын хяналтын инженер","-Барилгын үйл ажиллагаа, ажлын явцууд чанарын баталгаажуулалтын талын төлөвлгөө, дизайн, баримт бичиг бүрдүүлэлт, удирдлага -Гүйцэтгэгчийн гүйцэтгэж буй барилгын ажлуудын хариуцан тэдгээрийн гүйцэтгэл хуваарь, зардал, чанарын шаардлагуудыг хангаж буй эсэхэд хяналт тавих -Үй ажиллагаануудыг ЭТТ болон төслийн чанар, байгаль орчин, Аюулгүй ажиллагааны менежментийн системийн шаардлагуудад нийцүүлэн явуулах -Тоног төхөөрөмж шаардлага хангахгүй тохиолдолд дуусаагүй ажлны жагсаалтыг үүсгэх -Чанарын бүх баримт бичгийг баталж, гарын үсэг зурах -Дуусаагүй ажлын жагсаалтад тодорхойлсон шаардлага хангахгүй зүйлсийг хангалттай засаж залруулах хүртэл хяналт тавих -Ажлын байрны тодорхойлолт-д заасан ажил үүрэг","Үйлдвэрлэл, Дэд бүтэц",4500000.0,2022-11-22,№№№№№№,Норинко Интернейшнл Пи И
Милленниум Плаза-д ажиллах Халуун хоолны тогооч,"  * Батлагдсан технологи картын дагуу эрүүл, чанартай хоол хүнсний материалаар салад, хүйтэн зууш үйлдвэрлэх * Үйлчлүүлэгчдийн сэтгэл ханамжинд нийцсэн амт чанартай хоол бэлтгэх","Ресторан, Хоол үйлдвэрлэл",1350000.0,2022-12-16,8911-1676,Милленниум плаза 
Мобайл хөгжүүлэгч,"- Системийн шинжилгээ, зохиомж, хөгжүүлэлт хийх - Архитектурыг тодорхойлох - Технологийн сонголт хийх - Application UI design and prototyping - iOS болон Android, React native хөгжүүлэлтүүд","Мэдээлэл технологи, Харилцаа холбоо",1650000.0,2022-09-18,"Улаанбаатар хот, Чингэлтэй дүүрэг",Астериск Техноложис 
"Борлуулалтын менежер (""Монкон Пропертис"" ХХК)"," Компанийн борлуулалт, маркетингийн төлөвлөгөөтэй уялдуулан үл хөдлөх хөрөнгийн борлуулалтыг зохион байгуулах, хэрэгжүүлэх; Судалгаа хийх; Харилцагч, үйлчлүүлэгчийг мэдээллээр хангах; Орон сууц захиалгын гэрээ байгуулах нөхцлийг бүрдүүлэх; Захиалагчийг мэдээллээр хангах; Захиалагчийн төлбөр төлөлтөнд хяналт тавих; Захиалагчид үл хөдлөх хөрөнгийг хүлээлгэн өгөх; Оршин суугчдын санал, хүсэлтийг хүлээн авч шийдвэрлүүлэх;","Барилга, Үл хөдлөх хөрөнгө",1350000.0,2022-12-16,"7711-2161;, 99161032",Монкон Групп 
Тооцооны нягтлан бодогч ," Хариуцсан байгууллагын өдөр тутмын НББ-ийг анхан шатны баримтад үндэслэн хөтлөх, Тайлан мэдээг цаг хугацаанд нь бэлтгэх, Удирдлагыг мэдээллээр хангах Санхүүгийн үйл ажиллагааны хэвийн байдлыг хангаж ажиллах.","Банк, санхүү, нягтлан бодох бүртгэл",1350000.0,2022-12-16,70004628,"Гүнд инвестмент холдинг группЭрхэм зорилго: Хэрэглэгч, ажилтан, хувьцаа эзэмшигч үнэ цэнийг хамтран бүтээж, үр шимийг хүртэнэ"
Санхүүгийн мэргэжилтэн,- Програм хангамж нэвтрүүлэх явцад захиалагч талд санхүүгийн зөвлөгөө үзүүлэх - НББ-н програм хангамж хөгжүүлэгчдэд санхүүгийн зөвлөгөө үзүүлэх - Бизнес менежментийн ERP систем нэвтрүүлэх төслүүд дээр ажиллана.,"Банк, санхүү, нягтлан бодох бүртгэл",1650000.0,2022-09-18,"Улаанбаатар хот, Чингэлтэй дүүрэг",Астериск Техноложис 
"Эмнэлгийн хэрэгсэл,аж ахуй,үйлчилгээ,ХТА-ны дарга"," Эмнэлгийн тусламж үйлчилгээнд шаардлагатай эмнэлгийн хэрэгсэл, аж ахуйн материалын хангалтад хяналт тавих, үйл ажиллагааг зохион байгуулах, удирдах үүрэг гүйцэтгэх; Эмнэлгийн хэмжээнд хэрэгжүүлж байгаа чанар сайжруулах үйл ажиллагаанд оролцдог байх;","Эмнэлэг, Эм хангамж",1650000.0,2022-12-16,"77111017, 77111017","Улсын нэгдүгээр төв эмнэлэгХҮН ЧАНАРЫГ АЖИЛД АВЧ, УР ЧАДВАРЫГ ЭЗЭМШҮҮЛНЭ."
Тоног төхөөрөмжийн инженер," Хүннү Шоппинг Моллын бүхий л тоног төхөөрөмжүүдийн хэвийн тасралтгүй ажиллагааг ханган ажиллах Тоног төхөөрөмжүүдийн төлөвлөгөөт үзлэг шалгалт хийх Тоног төхөөрөмжүүдийн эвдрэл гэмтлийг тодорхойлох, шаардлагатай эд ангиудыг захиалах","Барилга, Үл хөдлөх хөрөнгө",1650000.0,2022-12-16,99212107,Хүннү Молл
Далд уурхайд Гагнуурчин ажилд авна.,"-Хийн ба цахилгаан гагнуур, төрөл бүрийн гагнуурын багаж хэрэгсэл, тоног төхөөрөмжийг ашиглан металл хэсгүүдийг гагнах ба таслах бүх төрлийн гагнуурын ажил хийж гүйцэтгэнэ.",Уул уурхай,1650000.0,2022-12-16,98098086,Шувуун хар уул
МАРКЕТИНГИЙН МЕНЕЖЕР ," Байгууллагын бүтээгдэхүүн үйлчилгээг зах зээлд таниулах, эзлэх хувь хэмжээг нэмэгдүүлэх замаар борлуулалтыг дэмжих  Бусад ажлын байрны тодорхололтын дагуу","Худалдаа, Борлуулалт",1950000.0,2022-12-16,99142810,КАРЬЕР МАСТЕР 
МАРКЕТИНГИЙН МЕНЕЖЕР ," Байгууллагын бүтээгдэхүүн үйлчилгээг зах зээлд таниулах, эзлэх хувь хэмжээг нэмэгдүүлэх замаар борлуулалтыг дэмжих  Бусад ажлын байрны тодорхололтын дагуу","Худалдаа, Борлуулалт",1650000.0,2022-12-16,95500546,КАРЬЕР МАСТЕР 
ҮЙЛДВЭРИЙН МЕНЕЖЕР ," Үйлдвэрийн үйл ажиллагааг өдөр тутмын хэвийн үйл ажиллагааг удирдан зохион байгуулах Ажилчдыг чиглуулэх, сургах, удирдлагаар хангах Удирдлагаас өгсөн үүрэг даалгаврыг хариуцан гүйцэтгэх Ажлын байрны тодорхойлолтод заагдсан бусад чиг үүргүүд",Үйлчилгээ,2300000.0,2022-12-14,95500546,КАРЬЕР МАСТЕР 
ТООЦООНЫ НЯГТЛАН БОДОГЧ," Бэлэн бус орлого, зарлага гүйлгээний анхан шатны баримт бүрдүүлэлт хийх Харилцахын тайланг бэлдэж, долоо хоног бүр тайлагнах Үндсэн хөрөнгийн бүртгэл хөтлөлт хийх Үндсэн хөрөнгийн тооллого болон тайлан гаргах Няравын өдөр тутмын орлого, зарлага гүйлгээнд хяналт тавьж ажиллах, няравын тооцоо харилцахын бараа материалын худалдан авалтын жагсаалттай тулган шалгах, тайлагнах Няравын ажилд өдөр тутмын зааварчилгаа өгөх Төсөл хөтөлбөр дуусахад бараа материалын тооллого хийж, тайлан гаргах Тайлантай холбогдох анхан шатны баримтыг архивлах Бараа материалын тайлан мэдээ гаргаж өгөх Харилцагч татвар, нийгмийн даатгалын байгууллага, бэлтгэн нийлүүлэгч, худалдан авагч байгууллагууд болон бусад холбогдох байгууллага, хувь хүмүүстэй тооцоо нийлэх, үүссэн өр, авлагыг барагдуулах талаар анхны арга хэмжээг авах Өглөг, авлагын тайлан мэдээ бэлтгэх","Банк, санхүү, нягтлан бодох бүртгэл",1650000.0,2022-12-16,"80085207, 70007251",Саади констракшн
ДЭЛГҮҮР ХАРИУЦСАН АХЛАХ МЕНЕЖЕР," Салбар дэлгүүрүүдийн өдөр тутмын болон борлуулалтын үйл ажиллагааг удирдан зохион байгуулах, бүтээгдэхүүн болон үйлчилгээний өрсөлдөх чадварыг тасралтгүй сайжруулах Дэлгүүрийн борлуулалтыг нэмэгдүүлэх, шинэ салбар дэлгүүр нээх үйл ажиллагааг зохион байгуулах. Үйл ажиллагааны болон борлуулалтын тайлан мэдээ, зах зээл, өрсөлдөгчийн судалгаа мэдээлэл бэлтгэх, дүн шинжилгээ хийх, тайлагнах Хэрэглэгчийн судалгаа мэдээлэл авах боловсруулах, дүн шинжилгээ гаргах, хэрэглэгчид чиглэсэн үйл ажиллагааг сайжруулах, санаачлах, хэрэгжүүлэх","Худалдаа, Борлуулалт",1950000.0,2022-12-09,"99017492, 70115054, 95037492",Брикланд 
Маркетингийн ахлах менежер,"Маркетингийн үйл ажиллагааны төлөвлөгөө, төсөв боловсруулах, хэрэгжүүлэх, тайлагнах Брэндийн үнэ цэнийг нэмэгдүүлэх, байр сууриа бэхжүүлэхэд чиглэсэн судалгаа, дүгнэлт, төлөвлөгөөт ажлууд буюу төсөл, хөтөлбөрүүдийг зохион байгуулах Хэрэглэгчийн хэрэгцээ шаардлага, бүтээгдэхүүний онцлогт нийцэх контент, үйлчилгээний хөгжүүлэлтийн үйл ажиллгаануудыг зохион байгуулах","Худалдаа, Борлуулалт",2300000.0,2022-12-09,"99017492, 70115054, 95037492",Брикланд 
ИМПОРТЫН АЖИЛТАН," Импортын барааны гадаад болон дотоод ачаа, тээвэр зохицуулалтыг хариуцан ажиллах Импорт, Гаалийн бичиг баримт бүрдүүлэх, гаалиас ачаа бараа хүлээн авах Гадаад харилцаа гадаад түнш байгууллагуудтай тогтмол харилцаа холбоотой ажиллах Шинээр нийлүүлэгдэх бараа бүтээгдэхүүний импорт, гаалийн шаардлагатай үйл ажиллагааг хариуцан гүйцэтгэх","Тээвэр, гааль, агуулах",1350000.0,2022-12-09,"99017492, 70115054, 95037492",Брикланд 
EMART ХАН УУЛ-Д ОЙР ГЭРТЭЙ ХУДАЛДААНЫ ЗӨВЛӨХ, E Mart Хан-Уул салбарт байрлалтай Дэлхийн нэр хүндтэй брэндийн тоглоомуудыг хүүхэд багачуудад хүргэж байгаа тоглоомын дэлгүүрт Худалдааны зөвлөхөөр ажиллах. Тоглоомын талаарх мэдлэгийг эзэмшиж үйлчлүүлэгчид ЗӨВ мэдээлэл өгч борлуулалт хийх үүрэг гүйцэтгэнэ.,"Худалдаа, Борлуулалт",1100000.0,2022-12-09,"99017492, 70115054, 95037492",Брикланд 
БОРЛУУЛАЛТЫН МЕНЕЖЕР АЖИЛД АВНА," Борлуулалтын төлөвлөгөөг боловсруулах, хэрэгжүүлэх Борлуулалтын сувгийг нэмэгдүүлж шинэ харилцагч нэмэх Борлуулалтын тайлан мэдээ, зах зээл болон өрсөлдөгчийн судалгаа мэдээлэл, дүн шинжилгээг гаргах, танилцуулах Захиалагчдын хэрэгцээнд тулгуурлан өөрийн бүтээгдэхүүн үйлчилгээгээ сурталчилах","Худалдаа, Борлуулалт",1950000.0,2022-12-09,"99017492, 70115054, 95037492",Брикланд 
